hospital_name,gender,age,ssn,blood_type,height,weight,temperature,blood_pressure,heart_rate,diagnosis_code,procedure_code,admission_date,discharge_date,medication_name,dosage,allergies,insurance_provider,emergency_contact_name,emergency_contact_phone
error: unable to close due to unfinalized statements or unfinished backups,Female,84,314-12-2394,B,124.07,606.73,44.53,151,166,71121,3829,7/26/2020,8/17/2022,"Benzocaine, Camphor, Phenol",410.31,Latex,Blue Cross Blue Shield,Estell Gorries,373-906-0852
error: unable to close due to unfinalized statements or unfinished backups,Female,85,748-69-8928,AB,35.71,127.6,30.18,87,82,37905,3783,8/8/2020,10/18/2022,bupropion hydrochloride,329.15,Latex,Aetna,Krystle Rogister,194-609-0544
error: unable to close due to unfinalized statements or unfinished backups,Genderqueer,90,489-13-3753,A,294.19,319.12,33.45,90,88,2354,9759,2/3/2022,10/30/2022,ANTI-WRINKLE DAY FLUID,455.23,Peanuts,Blue Cross Blue Shield,Hashim Murray,297-157-1375
error: unable to close due to unfinalized statements or unfinished backups,Female,36,191-73-9220,AB,137.52,449.67,36.75,163,157,71950,6819,10/25/2022,3/6/2020,CEFOXITIN,517.31,Penicillin,Aetna,Cornela Cohn,644-713-0773
error: unable to close due to unfinalized statements or unfinished backups,Female,76,367-76-1174,O,167.33,173.54,40.75,163,104,5848,8547,5/8/2022,11/22/2020,mesalamine,945.38,Peanuts,Aetna,Fanchette Nickoll,803-611-5737
error: unable to close due to unfinalized statements or unfinished backups,Female,91,307-42-3836,A,84.85,549.16,33.33,151,111,30400,0525,11/27/2021,8/19/2020,CIPROFLOXACIN,744.71,Latex,Aetna,Jenn Blinerman,832-305-6427
error: unable to close due to unfinalized statements or unfinished backups,Female,44,673-83-5185,A,222.11,85.37,31.8,96,144,E0135,5531,9/28/2022,8/19/2021,SALICYLIC ACID,646.35,Penicillin,Aetna,Leila Kristiansen,724-992-6934
error: unable to close due to unfinalized statements or unfinished backups,Male,95,243-88-3640,O,295.99,150.83,31.33,115,77,E9917,6759,6/11/2022,3/18/2022,Donepezil hydrochloride,644.26,Penicillin,Blue Cross Blue Shield,Hersh Bexon,221-539-5669
error: unable to close due to unfinalized statements or unfinished backups,Female,82,321-84-4907,AB,104.42,877.62,44.7,166,71,V168,3847,11/29/2020,1/14/2020,Verapamil Hydrochloride,758.38,Penicillin,Blue Cross Blue Shield,Gussi Kiddie,100-458-3230
error: unable to close due to unfinalized statements or unfinished backups,Male,2,405-46-6471,B,245.96,992.55,41.45,195,124,2949,4850,6/24/2021,5/1/2020,SELENIUM SULFIDE,834.43,Penicillin,Aetna,Cosmo Stoltz,241-803-3178
error: unable to close due to unfinalized statements or unfinished backups,Female,96,430-56-4467,AB,76.9,293.65,40.07,132,195,73630,9312,12/18/2022,3/4/2020,CHLOROXYLENOL,63.34,Latex,Aetna,Margaux Raiston,905-720-2215
error: unable to close due to unfinalized statements or unfinished backups,Male,56,809-03-9987,A,229.65,488.44,36.04,109,169,64720,8765,8/10/2020,5/24/2021,DIPHENHYDRAMINE HYDROCHLORIDE,324.22,Penicillin,Aetna,Archy Becconsall,462-152-9678
error: unable to close due to unfinalized statements or unfinished backups,Male,103,540-58-8610,A,213.27,17.1,40.82,98,74,24960,7678,12/4/2021,11/27/2021,"Aspirin, Citric Acid Monohydrate, and Sodium Bicarbonate",169.95,Penicillin,Cigna,Kienan Misson,143-690-2304
error: unable to close due to unfinalized statements or unfinished backups,Female,108,162-92-9668,B,35.14,588.27,38.74,70,66,9895,7946,9/24/2020,11/3/2022,sumatriptan succinate,630.49,Penicillin,Aetna,Fidela Ellison,510-127-6536
error: unable to close due to unfinalized statements or unfinished backups,Female,100,703-72-7849,AB,277.6,926.73,34.88,67,150,94874,9737,3/26/2021,6/11/2022,Nicotine Polacrilex,788.26,Peanuts,Cigna,Alexia Clayfield,271-294-4845
error: unable to close due to unfinalized statements or unfinished backups,Male,0,692-71-6533,A,220.55,830.54,36.33,133,67,79380,4579,3/3/2021,10/5/2020,Fluorescein Sodium,572.75,Latex,Cigna,Ewan De La Coste,119-706-0867
error: unable to close due to unfinalized statements or unfinished backups,Male,41,155-65-8503,A,120.11,795.51,32.64,144,189,9180,9435,3/8/2020,1/6/2020,Dock/Sorrel Mixture,382.68,Peanuts,Cigna,Griffith Chumley,758-109-6454
error: unable to close due to unfinalized statements or unfinished backups,Genderfluid,112,221-26-2471,B,231.6,867.51,33.69,163,144,V2512,9192,8/2/2020,8/28/2021,"Acetaminophen, Chlorpheniramine maleate, Phenylephrine HCl",142.12,Latex,Blue Cross Blue Shield,Cristie Shadfourth,313-818-0386
error: unable to close due to unfinalized statements or unfinished backups,Male,95,528-97-9348,O,99.94,304.72,35.55,157,165,E9338,3174,7/9/2021,6/11/2021,Metoprolol Tartrate,373.42,Latex,Aetna,Stanfield Turton,288-747-3557
error: unable to close due to unfinalized statements or unfinished backups,Agender,23,728-57-5474,A,241.1,533.24,37.64,131,194,0903,7124,5/26/2020,10/23/2020,Lip Protection,196.93,Penicillin,Aetna,Brigham Skermer,752-755-3894
error: unable to close due to unfinalized statements or unfinished backups,Female,32,891-97-5750,AB,212.91,748.32,35.24,95,57,56731,5151,11/9/2022,10/6/2022,Water,176.87,Peanuts,Aetna,Giana Dusey,299-858-5970
error: unable to close due to unfinalized statements or unfinished backups,Male,0,768-57-0769,B,44.35,25.73,30.72,113,71,66340,9175,12/17/2020,7/13/2021,Chlorpheniramine Maleate,873.9,Latex,Blue Cross Blue Shield,Wald Derrett,784-524-4145
error: unable to close due to unfinalized statements or unfinished backups,Female,109,310-93-5591,AB,67.32,513.75,44.56,183,49,92401,3609,12/6/2020,12/3/2021,leuprolide acetate,599.64,Peanuts,Cigna,Alayne Biesterfeld,720-595-6538
error: unable to close due to unfinalized statements or unfinished backups,Female,98,503-44-8201,A,140.17,788.54,30.53,147,157,82529,0077,4/6/2021,11/23/2020,ruxolitinib,408.6,Latex,Blue Cross Blue Shield,Pauline Shorto,381-875-6730
error: unable to close due to unfinalized statements or unfinished backups,Male,74,313-46-2898,O,178.92,511.96,32.67,160,46,V066,6511,3/16/2021,8/21/2020,OCTINOXATE and TITANIUM DIOXIDE,381.18,Peanuts,Blue Cross Blue Shield,Frans Kenninghan,533-414-5842
error: unable to close due to unfinalized statements or unfinished backups,Female,74,313-13-5702,AB,205.85,6.54,35.28,95,120,20012,0923,10/26/2022,12/24/2020,Diphenhydramine Hydrochloride,266.87,Penicillin,Aetna,Rivy Carous,163-364-5453
error: unable to close due to unfinalized statements or unfinished backups,Female,87,750-46-2518,A,74.13,553.53,42.47,187,122,8064,4255,3/13/2021,5/2/2022,Moexipril Hydrochloride and Hydrochlorothiazide,955.7,Latex,Aetna,Clara Linster,328-967-3083
error: unable to close due to unfinalized statements or unfinished backups,Non-binary,19,876-59-7406,A,94.91,203.98,41.42,92,54,38423,5719,9/3/2022,6/20/2021,Immune System Booster,7.12,Peanuts,Cigna,Arlinda Nelson,611-825-4656
error: unable to close due to unfinalized statements or unfinished backups,Male,103,136-19-1276,AB,280.12,308.78,30.69,86,43,E8124,412,12/3/2022,5/6/2022,"influenza a virus a/christchurch/16/2010 nib-74 (h1n1) antigen (propiolactone inactivated), influenza a virus a/victoria/361/2011 ivr-165 (h3n2) antigen (propiolactone inactivated), influenza b virus b/hubei-wujiagang/158/2009 bx-39 antigen (propiolactone inactivated) and Isopropyl Alcohol",28.85,Latex,Aetna,Chuck De Michele,808-417-6950
error: unable to close due to unfinalized statements or unfinished backups,Male,13,886-64-9449,AB,83.72,558.61,44.36,187,85,7715,9703,5/28/2020,4/11/2022,oxaliplatin,647.32,Latex,Aetna,Drew Youdell,999-290-0836
error: unable to close due to unfinalized statements or unfinished backups,Male,25,119-07-0337,AB,152.74,554.25,42.88,67,117,38022,8349,10/29/2020,7/11/2021,"Aconitum napellus, Apis mellifica, Arnica montana, Arsenicum album, Belladonna, Bellis perennis, Bryonia, Calendula officinalis, Chamomilla, Clematis erecta, Ferrum phosphoricum, Histaminum hydrochloricum, Hypericum perforatum, Ignatia amara, Passiflora incarnata, Phosphorous, Rhus toxicodendron, Sulphur, Symphytum officinale and Veratrum album,Clematis vitalba, flos, Impatiens glandulfera, flos, Ornithogalum Umbellatum, flos and Prunus cerasifera, flos.",465.57,Peanuts,Cigna,Del Durtnal,714-102-4945
error: unable to close due to unfinalized statements or unfinished backups,Female,48,694-25-5807,B,90.69,839.46,43.71,121,78,V137,8739,6/28/2020,9/11/2022,galantamine hydrobromide,492.62,Peanuts,Cigna,Juliet Ledingham,564-358-8860
error: unable to close due to unfinalized statements or unfinished backups,Female,24,832-52-1462,O,118.42,584.14,35.95,114,80,0829,6571,1/29/2021,10/12/2021,ALUMINUM SESQUICHLOROHYDRATE,350.42,Latex,Cigna,Brynna Leggate,243-560-7175
error: unable to close due to unfinalized statements or unfinished backups,Female,75,525-81-2537,O,58.99,206.77,30.53,189,180,0842,1266,2/6/2021,10/9/2020,Dexamethasone,480.29,Latex,Blue Cross Blue Shield,Joete Cardew,218-781-4934
error: unable to close due to unfinalized statements or unfinished backups,Bigender,51,799-71-4856,B,278.66,102.46,41.3,123,68,73301,0811,12/9/2021,10/4/2020,"lactic acid, l-",665.42,Peanuts,Cigna,Hershel Sedwick,190-818-1076
error: unable to close due to unfinalized statements or unfinished backups,Male,73,897-04-6473,AB,247.03,225.93,34.48,156,69,0860,8703,9/23/2020,12/28/2020,Sodium Fluoride,1.49,Peanuts,Cigna,Walt Cray,758-458-5130
error: unable to close due to unfinalized statements or unfinished backups,Female,80,533-19-1975,AB,273.82,674.84,39.14,172,53,3719,3998,6/14/2022,10/10/2022,Diphenhydramine Hydrochloride,293.69,Peanuts,Blue Cross Blue Shield,Kally Tevlin,228-468-7351
error: unable to close due to unfinalized statements or unfinished backups,Male,111,138-84-5514,AB,18.13,333.26,38.23,144,141,E8694,5110,3/20/2022,9/4/2022,DIMETHICONE,546.78,Latex,Aetna,Harp Thake,850-904-5819
error: unable to close due to unfinalized statements or unfinished backups,Male,103,799-01-6094,A,141.98,380.29,30.54,72,193,E9811,0203,4/18/2020,9/9/2020,calcium carbonate,530.91,Peanuts,Cigna,Hanson Almack,485-361-0836
error: unable to close due to unfinalized statements or unfinished backups,Female,88,899-70-5596,B,182.81,16.5,33.21,101,103,99561,3334,10/4/2022,7/2/2022,Lisinopril,422.01,Latex,Cigna,Cally Bugdell,753-149-0833
error: unable to close due to unfinalized statements or unfinished backups,Male,107,704-40-1109,B,11.21,755.46,40.12,178,192,1279,8188,7/1/2022,6/19/2022,INDOMETHACIN,600.2,Penicillin,Cigna,Keene Trouel,727-304-0950
error: unable to close due to unfinalized statements or unfinished backups,Female,80,338-27-9012,O,203.18,2.53,36.97,179,129,65380,3772,2/4/2020,4/16/2020,ETHYL ALCOHOL,692.63,Latex,Aetna,Jocelin Livzey,161-236-5963
error: unable to close due to unfinalized statements or unfinished backups,Female,71,447-87-2932,B,168.92,940.18,43.15,79,104,64000,8492,3/12/2021,1/31/2021,"Octinoxate, Octisalate, Titanium Dioxide, Zinc Oxide",586.94,Peanuts,Blue Cross Blue Shield,Fredia Gonzalo,239-726-3785
error: unable to close due to unfinalized statements or unfinished backups,Female,102,754-12-7232,B,106.8,8.56,39.1,100,126,47824,3943,2/11/2021,8/28/2022,Aluminum Zirconium Tetrachlorohydrex Gly,541.78,Penicillin,Aetna,Sarajane Lathwood,774-491-5883
error: unable to close due to unfinalized statements or unfinished backups,Male,52,754-64-4852,AB,137.32,478.87,40.55,175,157,38801,9051,2/12/2021,3/22/2021,SODIUM FLUORIDE,965.7,Penicillin,Cigna,Wright Peaddie,380-432-4159
error: unable to close due to unfinalized statements or unfinished backups,Male,77,625-43-1046,AB,230.58,4.05,31.8,73,149,30580,2171,11/23/2021,12/23/2022,Pineapple,752.16,Peanuts,Aetna,Yuma Blunsen,592-518-1883
error: unable to close due to unfinalized statements or unfinished backups,Genderqueer,56,339-55-0446,O,279.55,252.66,43.13,143,97,E9238,4620,5/7/2021,12/19/2021,Doxycycline Hyclate,798.82,Latex,Cigna,Orville Lapsley,292-487-7191
error: unable to close due to unfinalized statements or unfinished backups,Male,43,312-10-4153,B,154.21,556.7,32.54,192,67,82022,4843,9/9/2021,2/26/2022,"Avobenzone, Homosalate, Octisalate, Octocrylene, and Oxybenzone",350.62,Latex,Aetna,Whitaker Scarce,725-789-3461
error: unable to close due to unfinalized statements or unfinished backups,Male,101,467-33-4235,O,44.12,806.91,35.13,87,171,E8189,5523,2/19/2022,1/22/2021,Olive Olea europaea,472.12,Peanuts,Blue Cross Blue Shield,Em Trittam,894-661-5863
error: unable to close due to unfinalized statements or unfinished backups,Female,7,101-42-6416,B,187.72,485.13,44.83,110,168,V4614,1722,2/28/2021,8/6/2020,Simvastatin,843.35,Latex,Blue Cross Blue Shield,Krissie Struys,478-634-7389
error: unable to close due to unfinalized statements or unfinished backups,Female,99,170-57-2480,B,38.47,344.4,36.51,188,128,2896,4579,6/17/2021,4/15/2020,ETHYL ALCOHOL,766.22,Penicillin,Aetna,Shawnee Bote,718-770-8763
error: unable to close due to unfinalized statements or unfinished backups,Female,7,772-46-0475,O,132.7,807.32,38.0,107,136,67422,4107,8/29/2022,7/22/2020,Bupropion Hydrochloride,193.6,Penicillin,Cigna,Hedwig Kempston,943-611-9040
error: unable to close due to unfinalized statements or unfinished backups,Male,14,491-64-6395,AB,48.46,707.42,38.28,199,56,25011,2071,5/18/2022,1/7/2022,Titanium Dioxide,816.08,Penicillin,Aetna,Thaine Wakelam,785-489-4613
error: unable to close due to unfinalized statements or unfinished backups,Female,44,801-03-8129,O,174.4,836.84,44.93,132,118,77211,8547,3/23/2022,4/19/2022,Pyrithione Zinc,223.27,Latex,Cigna,Luisa Eagger,255-761-3444
error: unable to close due to unfinalized statements or unfinished backups,Female,37,635-84-2073,O,137.93,997.39,44.85,111,131,E9990,3955,12/30/2021,3/11/2022,"SOLANUM DULCAMARA TOP, FERRUM PHOSPHORICUM, GOLDENSEAL, POTASSIUM DICHROMATE, STRYCHNOS NUX-VOMICA SEED",27.07,Peanuts,Blue Cross Blue Shield,Cammie Hirth,901-487-3371
error: unable to close due to unfinalized statements or unfinished backups,Female,34,447-28-3817,B,245.71,72.33,31.33,189,192,1108,3249,1/7/2020,5/20/2021,Propranolol Hydrochloride,7.65,Penicillin,Cigna,Mag Favey,241-945-0227
error: unable to close due to unfinalized statements or unfinished backups,Genderqueer,47,192-17-5441,O,199.24,502.2,42.12,114,72,20941,7856,7/19/2020,5/22/2020,Amlodipine Besylate,338.9,Penicillin,Aetna,Roda Warkup,984-215-4685
error: unable to close due to unfinalized statements or unfinished backups,Male,7,174-32-5516,O,237.84,826.84,30.55,87,176,V9033,4821,11/21/2022,4/5/2020,Amlodipine Besylate and Benazepril Hydrochloride,821.23,Penicillin,Cigna,Barde Woliter,268-243-2054
error: unable to close due to unfinalized statements or unfinished backups,Male,97,712-26-4621,B,289.4,584.06,35.43,114,140,6821,8905,9/27/2022,11/18/2021,Sepia comp.,28.38,Peanuts,Cigna,Wiley Frisel,921-201-7999
error: unable to close due to unfinalized statements or unfinished backups,Male,6,882-50-4308,O,13.32,735.31,43.05,199,118,36361,5303,7/4/2022,7/6/2022,"ALLANTOIN, ZINC OXIDE",544.75,Peanuts,Cigna,Gavin Friday,682-214-0886
